,2013-11-28 19:03:51,3,77.134,70.651,-2.24388415943847,0,4.249,0.1,0.844066
134533,2013-11-28 19:14:01.75,14,96.9780908755382,31.391460693049,-1.0534136128767702,0.47772876419930294,2546.43192946483,0.853134780192741,2122.68982366209
366907,2013-11-28 19:32:14.2,12,25.4460737815375,14.295220071050197,0.0777647221098559,-2.50048629479617,6048.323296164721,2.29747906548536,4831.21914111325
61060,2013-11-28 19:08:30.2,14,65.39982297708801,31.719247311160398,-1.77532075003695,-2.9961315778270503,1755.84795328899,2.64244429120473,1418.03414575018
338251,2013-11-28 19:30:08.8,12,52.5345203687932,45.5830109919842,-0.6261120787626779,-0.7808501223560039,5662.201313607769,2.29608014865219,4525.85576329329
426562,2013-11-28 19:36:43.65,4,59.6243311784313,48.7477181297118,-1.6383348640271598,0.11647063304824302,6913.05,1.2237989257883501,4917.12201812971
308441,2013-11-28 19:27:45.3,14,87.00174877521921,28.6780725339157,2.91452266752817,2.87825121034185,4430.75678574801,2.11144731897707,3735.58399554625
355546,2013-11-28 19:31:28,6,83.6809253029169,27.4262099179347,0.887843170725427,1.8099542733571399,4564.95285240164,1.3347607944743,4582.62199336229
242521,2013-11-28 19:22:22.8,2,76.7421782092499,53.838410956029996,-1.19618368998288,1.18696623046955,3725.8565574433396,1.3081010329262701,3553.5743170172295
165713,2013-11-28 19:16:23.4,14,67.1550662708203,33.0222426005312,-2.76207422482369,-3.1031600754753,2918.17541790369,1.86293428771977,2416.44876113318
418044,2013-11-28 19:36:01.05,4,69.2404420793378,58.4548395910563,-0.5589048955600799,0.321695607043026,6852.785333826079,2.16913382112526,4853.31216802171
249861,2013-11-28 19:22:59.2,12,48.8096636365284,50.297188110304205,1.7002986708851697,3.03599199303804,4373.11,2.0047631644215103,3588.4306118897
204531,2013-11-28 19:19:19.6,6,46.7906421170086,52.089013111091006,-1.40521648277868,-2.6353733072657097,3047.09951330164,1.7581078976973101,3008.0564049286895
225589,2013-11-28 19:21:01.2,8,90.9246095801365,54.9298316095961,-1.94298348046597,-1.0141281727711,4547.037927471621,2.9008177278349705,3733.37370466976
286074,2013-11-28 19:25:54.75,11,55.81074055819679,27.6023026050136,-1.42538815159911,0.42137785830023206,4787.25,1.95159855210266,4094.01048242581
242092,2013-11-28 19:22:20.7,3,75.541,72.3107,-2.24988198160325,0.0,4.2512099999999995,0.0,0.844066
164919,2013-11-28 19:16:19.45,13,71.0929,71.6505,2.7495747777179105,0.0,4.64905,0.0,1.98862
306763,2013-11-28 19:27:37,2,103.35758104725099,34.0336208763489,-1.3570680798336798,-1.80975361592859,4465.53928749565,1.59727806896157,4325.21238332753
84082,2013-11-28 19:10:14.55,14,62.4622259323545,17.3808180790707,-1.30432396887145,-0.8933999564486371,2016.7120842778897,1.4894683405448503,1618.04788249543
94022,2013-11-28 19:11:00.25,1,94.00551545078699,8.52343528193562,1.91838806867546,2.18462825722065,2111.0689607602803,4.76927922283523,1776.92752912341
292824,2013-11-28 19:26:28.05,12,9.99715728102543,28.592957896016802,-2.15395572378604,1.56014943144483,5015.5110104956,0.8513329699809741,3996.46084207966
305447,2013-11-28 19:27:30.5,6,89.8725717806887,30.425605034070703,-2.73941302478172,3.08760746517827,4042.53646136826,1.49949086600131,4043.13840985928
474441,2013-11-28 19:40:40.9,4,52.2308736204586,33.8338469467028,-2.32630659756522,1.86202521303127,7823.882670055459,3.8551940412186303,5448.052357701789
246864,2013-11-28 19:22:44.25,13,71.0929,71.6505,2.75091295978752,0.0,4.65128,0.0,1.98862
277724,2013-11-28 19:25:16.9,13,71.0929,71.6505,2.74762281424437,0.0,4.65222,0.0,1.98862
460614,2013-11-28 19:39:31.65,12,56.995236096056004,10.2095377482345,-0.8960147484471491,-1.10033634544683,7084.668010433409,3.7515922257487704,5788.084584842951
455611,2013-11-28 19:39:07.7,1,94.70721403665041,30.266114955152602,-2.3748446171445496,-1.6328461126598,6014.90976677428,3.0306641341846605,5461.05465016141
385725,2013-11-28 19:33:33.25,2,98.57891852644829,43.8751119426258,-1.9198066556356101,-0.623386700807302,5235.42494747534,4.04825065933594,5206.603533910949
304433,2013-11-28 19:27:25.5,1,96.13643570580471,30.8196410636543,-1.64128635102594,-2.33090008893191,4426.241365832029,2.4480832257249303,3927.61819499216
20826,2013-11-28 19:05:26.2,5,26.507958265360102,60.6777036938703,-3.03327701746656,2.36650748301266,1197.84243355983,4.87633492431157,1225.41541949789
298185,2013-11-28 19:26:54.65,3,75.541,72.3107,-2.24688113728894,0.0,4.2519,0.0,0.844066
380175,2013-11-28 19:33:08.1,1,67.022043300319,14.4954533553005,3.09745576146719,2.8861530815947996,5290.08436159022,2.26656108330194,4774.40233908263
371485,2013-11-28 19:32:32.1,13,71.0929,71.6505,2.74956472791604,0.0,4.65509,0.0,1.98862
401468,2013-11-28 19:34:43.55,8,65.9254141430315,52.6295034976826,-0.29648660633046603,0.7841358843779209,7220.012638720941,3.1472252895344197,5704.78106453489
32164,2013-11-28 19:06:17.9,6,77.3932813526234,17.050953345508802,-1.1523976758968302,-0.812501920461015,1485.44667756102,2.9267634228915,1373.7358919656099
172870,2013-11-28 19:16:55.6,11,55.8457221332214,44.5026600507365,-0.150321678905732,0.41227211977721706,3458.99667069443,2.5600786677189102,2850.29667069443
453677,2013-11-28 19:38:58.25,4,94.18142884827209,35.4804027986133,0.0756537138204481,0.780459659011687,7465.7883611732295,2.10995132258203,5228.67466365617
195699,2013-11-28 19:18:39.35,11,58.7365344995732,43.513478325314395,0.219025188487013,-0.30777731633343,3741.2847272961403,1.29674626953283,3105.45836377682
104273,2013-11-28 19:11:46.7,2,66.6419201507789,50.841792408981895,-2.2678121106951896,-2.31237171556094,2305.67085359376,0.512845502052825,2048.91042679688
51088,2013-11-28 19:07:44.85,14,78.8964901926937,31.621450405748895,-2.41907561491767,-2.81301357073306,1630.3719116403101,2.32632284850103,1323.9889913833802
